species_id,sciname,kingdom,phylum,tot_count_cells,cell_count_cutoff,num_countries,xbd
Fis-161578,Callionymus kanakorum,Animalia,Chordata,331,16.55,7,transboundary
Fis-161583,Protogrammus antipodus,Animalia,Chordata,173,8.65,3,transboundary
Fis-161584,Ostorhinchus luteus,Animalia,Chordata,500,25,9,transboundary
Fis-161589,Neamia articycla,Animalia,Chordata,2282,114.1,22,transboundary
Fis-161603,Pterocaesio flavifasciata,Animalia,Chordata,74,3.7,3,transboundary
Fis-161612,Trypauchenichthys larsonae,Animalia,Chordata,323,16.15,3,transboundary
Fis-161627,Parapercis pacifica,Animalia,Chordata,1087,54.35,12,transboundary
Fis-161628,Parapercis queenslandica,Animalia,Chordata,714,35.7,10,transboundary
Fis-161629,Parapercis xanthogramma,Animalia,Chordata,277,13.85,8,transboundary
Fis-161638,Pavoraja arenaria,Animalia,Chordata,141,7.05,1,singlecountry
Fis-161642,Pavoraja mosaica,Animalia,Chordata,323,16.15,8,transboundary
Fis-161644,Pavoraja pseudonitida,Animalia,Chordata,515,25.75,10,transboundary
Fis-161646,Pavoraja umbrosa,Animalia,Chordata,550,27.5,8,transboundary
Fis-161679,Dactylosurculus gomoni,Animalia,Chordata,162,8.1,1,singlecountry
Fis-161680,Didymothallus criniceps,Animalia,Chordata,327,16.35,5,transboundary
Fis-161682,Eusurculus andamanensis,Animalia,Chordata,264,13.2,5,transboundary
Fis-161683,Eusurculus pistillum,Animalia,Chordata,829,41.45,9,transboundary
Fis-161688,Mascarenichthys heemstrai,Animalia,Chordata,351,17.55,9,transboundary
Fis-161694,Ungusurculus philippinensis,Animalia,Chordata,626,31.3,5,transboundary
Fis-161695,Ungusurculus riauensis,Animalia,Chordata,340,17,5,transboundary
Fis-161696,Ungusurculus sundaensis,Animalia,Chordata,365,18.25,4,transboundary
Fis-161697,Ungusurculus williamsi,Animalia,Chordata,218,10.9,3,transboundary
Fis-161698,Zephyrichthys barryi,Animalia,Chordata,108,5.4,1,singlecountry
Fis-161710,Perulibatrachus aquilonarius,Animalia,Chordata,138,6.9,4,transboundary
Fis-161712,Microbrotula greenfieldi,Animalia,Chordata,38,1.9,4,transboundary
Fis-161717,Antigonia quiproqua,Animalia,Chordata,10,0.5,2,transboundary
Fis-161719,Pseudocaranx dinjerra,Animalia,Chordata,12,0.6,1,singlecountry
Fis-161722,Pseudoscopelus astronesthidens,Animalia,Chordata,3425,171.25,11,transboundary
Fis-161723,Pseudoscopelus australis,Animalia,Chordata,1358,67.9,27,transboundary
Fis-161724,Pseudoscopelus bothrorrhinos,Animalia,Chordata,13778,688.9,45,transboundary
Fis-161725,Pseudoscopelus lavenbergi,Animalia,Chordata,13961,698.05,20,transboundary
Fis-161730,Heteroclinus kuiteri,Animalia,Chordata,166,8.3,1,singlecountry
Fis-161742,Gerres akazakii,Animalia,Chordata,50,2.5,1,singlecountry
Fis-161744,Gerres shima,Animalia,Chordata,1934,96.7,18,transboundary
Fis-161745,Alabes bathys,Animalia,Chordata,58,2.9,1,singlecountry
Fis-161751,Eviota masudai,Animalia,Chordata,83,4.15,1,singlecountry
Fis-161754,Nesogobius greeni,Animalia,Chordata,327,16.35,2,transboundary
Fis-161755,Nesogobius maccullochi,Animalia,Chordata,93,4.65,1,singlecountry
Fis-161761,Hapalogenys dampieriensis,Animalia,Chordata,1129,56.45,13,transboundary
Fis-161762,Hapalogenys filamentosus,Animalia,Chordata,374,18.7,5,transboundary
Fis-161765,Careproctus comus,Animalia,Chordata,21,1.05,1,singlecountry
Fis-161767,Careproctus faunus,Animalia,Chordata,30,1.5,1,singlecountry
Fis-161772,Paraliparis mexicanus,Animalia,Chordata,72,3.6,2,transboundary
Fis-161776,Upeneus mouthami,Animalia,Chordata,735,36.75,12,transboundary
Fis-161789,Pteropsaron springeri,Animalia,Chordata,539,26.95,5,transboundary
Fis-161790,Rogadius mcgroutheri,Animalia,Chordata,467,23.35,5,transboundary
Fis-161793,Ebinania australiae,Animalia,Chordata,234,11.7,6,transboundary
Fis-161800,Aseraggodes cheni,Animalia,Chordata,161,8.05,4,transboundary
Fis-161801,Aseraggodes orientalis,Animalia,Chordata,144,7.2,3,transboundary
Fis-161805,Malacosteus australis,Animalia,Chordata,744,37.2,14,transboundary
Fis-161808,Helcogramma alkamr,Animalia,Chordata,281,14.05,7,transboundary
Fis-161811,Helcogramma rharhabe,Animalia,Chordata,231,11.55,6,transboundary
Fis-161812,Helcogramma rosea,Animalia,Chordata,157,7.85,4,transboundary
Fis-161814,Zenopsis stabilispinosa,Animalia,Chordata,546,27.3,11,transboundary
Fis-161836,Pteropsaron natalensis,Animalia,Chordata,172,8.6,5,transboundary
Fis-161841,Odontanthias caudicinctus,Animalia,Chordata,1856,92.8,12,transboundary
Fis-161842,Odontanthias chrysostictus,Animalia,Chordata,1196,59.8,15,transboundary
Fis-161843,Odontanthias katayamai,Animalia,Chordata,769,38.45,12,transboundary
Fis-161846,Odontanthias tapui,Animalia,Chordata,142,7.1,4,transboundary
Fis-161848,Meganthias natalensis,Animalia,Chordata,557,27.85,14,transboundary
Fis-161849,Parupeneus diagonalis,Animalia,Chordata,13,0.65,3,transboundary
Fis-161851,Symphurus thermophilus,Animalia,Chordata,34,1.7,7,transboundary
Fis-161852,Dolichopteryx pseudolongipes,Animalia,Chordata,154,7.7,4,transboundary
Fis-161881,Soleichthys dori,Animalia,Chordata,220,11,8,transboundary
Fis-161966,Coelorinchus caelorhincus,Animalia,Chordata,1203,60.15,27,transboundary
Fis-161971,Gnatholepis argus,Animalia,Chordata,75,3.75,1,singlecountry
Fis-162025,Engyprosopon mozambiquensis,Animalia,Chordata,3350,167.5,27,transboundary
Fis-162027,Dipturus argentinensis,Animalia,Chordata,69,3.45,1,singlecountry
Fis-162036,Opistognathus alleni,Animalia,Chordata,49,2.45,1,singlecountry
Fis-162039,Opistognathus seminudus,Animalia,Chordata,485,24.25,6,transboundary
Fis-162041,Opistognathus stigmosus,Animalia,Chordata,212,10.6,5,transboundary
Fis-162050,Opistognathus reticeps,Animalia,Chordata,415,20.75,6,transboundary
Fis-162056,Opistognathus fossoris,Animalia,Chordata,35,1.75,1,singlecountry
Fis-162067,Optivus agastos,Animalia,Chordata,483,24.15,3,transboundary
Fis-162073,Optivus agrammus,Animalia,Chordata,142,7.1,1,singlecountry
Fis-162076,Soleichthys serpenpellis,Animalia,Chordata,1280,64,10,transboundary
Fis-162078,Soleichthys oculofasciatus,Animalia,Chordata,456,22.8,5,transboundary
Fis-162080,Paraulopus melanogrammus,Animalia,Chordata,2003,100.15,11,transboundary
Fis-162084,Cheilodactylus francisi,Animalia,Chordata,36,1.8,4,transboundary
Fis-162107,Icelinus limbaughi,Animalia,Chordata,18,0.9,2,transboundary
Fis-162113,Lophiodes endoi,Animalia,Chordata,1672,83.6,21,transboundary
Fis-162187,Bathycongrus trimaculatus,Animalia,Chordata,170,8.5,4,transboundary
Fis-162200,Microphis lineatus,Animalia,Chordata,1124,56.2,29,transboundary
Fis-162297,Gymnothorax taiwanensis,Animalia,Chordata,96,4.8,4,transboundary
Fis-162314,Ophichthus lithinus,Animalia,Chordata,2726,136.3,19,transboundary
Fis-162325,Sigmops bathyphilus,Animalia,Chordata,33558,1677.9,118,transboundary
Fis-162326,Sigmops elongatus,Animalia,Chordata,94039,4701.95,167,transboundary
Fis-162335,Hymenocephalus aeger,Animalia,Chordata,18126,906.3,38,transboundary
Fis-162337,Mataeocephalus kotlyari,Animalia,Chordata,2058,102.9,19,transboundary
Fis-162365,Siphamia guttulata,Animalia,Chordata,879,43.95,16,transboundary
Fis-162366,Paramugil georgii,Animalia,Chordata,953,47.65,8,transboundary
Fis-162367,Paramugil parmatus,Animalia,Chordata,3714,185.7,36,transboundary
Fis-162401,Pseudogramma thaumasia,Animalia,Chordata,238,11.9,7,transboundary
Fis-162411,Myersina crocata,Animalia,Chordata,858,42.9,9,transboundary
Fis-162415,Elates ransonnettii,Animalia,Chordata,3019,150.95,24,transboundary
Fis-162433,Paratrypauchen microcephalus,Animalia,Chordata,3089,154.45,35,transboundary
Fis-162449,Sinobatis borneensis,Animalia,Chordata,2457,122.85,27,transboundary
Fis-162450,Sinobatis melanosoma,Animalia,Chordata,173,8.65,4,transboundary
Fis-162458,Photostomias tantillux,Animalia,Chordata,5461,273.05,26,transboundary
Fis-162463,Photostomias liemi,Animalia,Chordata,12008,600.4,26,transboundary
Fis-162469,Onigocia lacrimalis,Animalia,Chordata,6,0.3,1,singlecountry
Fis-162475,Lycodes beringi,Animalia,Chordata,788,39.4,5,transboundary
Fis-162555,Trimma hotsarihiensis,Animalia,Chordata,543,27.15,6,transboundary
Fis-162740,Pentapodus numberii,Animalia,Chordata,97,4.85,4,transboundary
Fis-162802,Alionematichthys crassiceps,Animalia,Chordata,1536,76.8,17,transboundary
Fis-162804,Alionematichthys plicatosurculus,Animalia,Chordata,960,48,8,transboundary
Fis-162807,Alionematichthys suluensis,Animalia,Chordata,300,15,3,transboundary
Fis-162808,Alionematichthys winterbottomi,Animalia,Chordata,214,10.7,6,transboundary
Fis-162810,Alionematichthys minyomma,Animalia,Chordata,228,11.4,8,transboundary
Fis-162811,Alionematichthys riukiuensis,Animalia,Chordata,2423,121.15,23,transboundary
Fis-162812,Alionematichthys piger,Animalia,Chordata,2738,136.9,31,transboundary
Fis-162816,Dinematichthys trilobatus,Animalia,Chordata,140,7,4,transboundary
Fis-162826,Coelorinchus osipullus,Animalia,Chordata,1246,62.3,11,transboundary
Fis-162827,Coelorinchus obscuratus,Animalia,Chordata,1716,85.8,12,transboundary
Fis-162828,Halichoeres sazimai,Animalia,Chordata,45,2.25,1,singlecountry
Fis-162830,Trimma imaii,Animalia,Chordata,137,6.85,6,transboundary
Fis-162831,Trimma caudipunctatum,Animalia,Chordata,1038,51.9,13,transboundary
Fis-162833,Synodus mundyi,Animalia,Chordata,39,1.95,2,transboundary
Fis-162862,Gladiogobius rex,Animalia,Chordata,1292,64.6,14,transboundary
Fis-162863,Diagramma centurio,Animalia,Chordata,350,17.5,9,transboundary
Fis-162868,Apogon erythrosoma,Animalia,Chordata,200,10,8,transboundary
Fis-162871,Pterygotrigla amaokai,Animalia,Chordata,241,12.05,8,transboundary
Fis-162872,Pterygotrigla draiggoch,Animalia,Chordata,374,18.7,6,transboundary
Fis-162873,Pterygotrigla elicryste,Animalia,Chordata,1177,58.85,16,transboundary
Fis-162875,Pterygotrigla soela,Animalia,Chordata,213,10.65,8,transboundary
Fis-162877,Eviota korechika,Animalia,Chordata,1639,81.95,12,transboundary
Fis-162881,Pterygotrigla arabica,Animalia,Chordata,222,11.1,6,transboundary
Fis-162889,Xenocephalus egregius,Animalia,Chordata,862,43.1,18,transboundary
Fis-162891,Plectranthias elaine,Animalia,Chordata,90,4.5,4,transboundary
Fis-162894,Mataeocephalus cristatus,Animalia,Chordata,3517,175.85,43,transboundary
Fis-162896,Ophidion guianense,Animalia,Chordata,235,11.75,10,transboundary
Fis-162897,Ophidion puck,Animalia,Chordata,522,26.1,14,transboundary
Fis-162912,Cryptocentrus tentaculatus,Animalia,Chordata,1244,62.2,13,transboundary
Fis-162913,Pseudochromis lugubris,Animalia,Chordata,213,10.65,5,transboundary
Fis-162918,Cypho zaps,Animalia,Chordata,1625,81.25,13,transboundary
Fis-162927,Manonichthys paranox,Animalia,Chordata,1138,56.9,14,transboundary
Fis-162928,Manonichthys splendens,Animalia,Chordata,788,39.4,8,transboundary
Fis-162929,Manonichthys polynemus,Animalia,Chordata,365,18.25,4,transboundary
Fis-162931,Manonichthys alleni,Animalia,Chordata,731,36.55,5,transboundary
Fis-162933,Oxycercichthys veliferus,Animalia,Chordata,251,12.55,5,transboundary
Fis-162935,Pseudochromis alticaudex,Animalia,Chordata,653,32.65,7,transboundary
Fis-162938,Pseudochromis kristinae,Animalia,Chordata,380,19,9,transboundary
Fis-162940,Pseudochromis melanurus,Animalia,Chordata,199,9.95,6,transboundary
Fis-162990,Bythaelurus alcockii,Animalia,Chordata,57,2.85,6,transboundary
Fis-163002,Hydrolagus melanophasma,Animalia,Chordata,529,26.45,8,transboundary
Fis-163012,Aulotrachichthys sajademalensis,Animalia,Chordata,2022,101.1,14,transboundary
Fis-163019,Neobythites multiocellatus,Animalia,Chordata,793,39.65,16,transboundary
Fis-163295,Manta alfredi,Animalia,Chordata,4312,215.6,50,transboundary
Fis-16335,Haemulon parra,Animalia,Chordata,863,43.15,18,transboundary
Fis-163366,Gnatholepis yoshinoi,Animalia,Chordata,1173,58.65,13,transboundary
Fis-163376,Parupeneus minys,Animalia,Chordata,258,12.9,7,transboundary
Fis-163379,Parupeneus nansen,Animalia,Chordata,235,11.75,5,transboundary
Fis-163380,Parupeneus fraserorum,Animalia,Chordata,461,23.05,13,transboundary
Fis-163381,Parupeneus seychellensis,Animalia,Chordata,268,13.4,8,transboundary
Fis-163384,Platycephalus orbitalis,Animalia,Chordata,150,7.5,1,singlecountry
Fis-163395,Chromis unipa,Animalia,Chordata,73,3.65,3,transboundary
Fis-163399,Heteroconger mercyae,Animalia,Chordata,268,13.4,4,transboundary
Fis-163405,Symphurus megasomus,Animalia,Chordata,87,4.35,4,transboundary
Fis-163449,Soleichthys maculosus,Animalia,Chordata,1418,70.9,16,transboundary
Fis-163462,Psednos rossi,Animalia,Chordata,149,7.45,3,transboundary
Fis-163504,Sympterichthys moultoni,Animalia,Chordata,160,8,2,transboundary
Fis-163515,Plagiopsetta stigmosa,Animalia,Chordata,223,11.15,9,transboundary
Fis-163589,Samaris spinea,Animalia,Chordata,191,9.55,3,transboundary
Fis-163590,Samaris chesterfieldensis,Animalia,Chordata,232,11.6,5,transboundary
Fis-163594,Koumansetta hectori,Animalia,Chordata,1312,65.6,25,transboundary
Fis-163609,Apogonichthyoides atripes,Animalia,Chordata,446,22.3,6,transboundary
Fis-163610,Apogonichthyoides brevicaudatus,Animalia,Chordata,990,49.5,4,transboundary
Fis-163613,Apogonichthyoides gardineri,Animalia,Chordata,277,13.85,8,transboundary
Fis-163614,Apogonichthyoides heptastygma,Animalia,Chordata,597,29.85,13,transboundary
Fis-163615,Apogonichthyoides niger,Animalia,Chordata,1500,75,12,transboundary
Fis-163616,Apogonichthyoides opercularis,Animalia,Chordata,857,42.85,8,transboundary
Fis-163617,Apogonichthyoides pharaonis,Animalia,Chordata,371,18.55,8,transboundary
Fis-163618,Apogonichthyoides pseudotaeniatus,Animalia,Chordata,813,40.65,16,transboundary
Fis-163619,Apogonichthyoides regani,Animalia,Chordata,145,7.25,6,transboundary
Fis-163621,Apogonichthyoides sialis,Animalia,Chordata,980,49,10,transboundary
Fis-163622,Apogonichthyoides timorensis,Animalia,Chordata,3119,155.95,34,transboundary
Fis-163623,Apogonichthyoides chrysurus,Animalia,Chordata,1326,66.3,16,transboundary
Fis-163624,Apogonichthyoides uninotatus,Animalia,Chordata,678,33.9,8,transboundary
Fis-163625,Apogonichthyoides umbratilis,Animalia,Chordata,2308,115.4,18,transboundary
Fis-163637,Acanthistius joanae,Animalia,Chordata,9,0.45,1,singlecountry
Fis-163638,Ammodytoides xanthops,Animalia,Chordata,143,7.15,4,transboundary
Fis-163652,Uropterygius oligospondylus,Animalia,Chordata,1094,54.7,14,transboundary
Fis-163656,Bellottia galatheae,Animalia,Chordata,1325,66.25,16,transboundary
Fis-163671,Hoplostethus ravurictus,Animalia,Chordata,55,2.75,3,transboundary
Fis-163710,Paraliparis bullacephalus,Animalia,Chordata,84,4.2,1,singlecountry
Fis-163729,Karalla daura,Animalia,Chordata,2934,146.7,33,transboundary
Fis-163730,Karalla dussumieri,Animalia,Chordata,3895,194.75,39,transboundary
Fis-163753,Poromitra curilensis,Animalia,Chordata,2550,127.5,9,transboundary
Fis-163754,Poromitra indooceanica,Animalia,Chordata,3256,162.8,20,transboundary
Fis-163755,Poromitra glochidiata,Animalia,Chordata,4120,206,11,transboundary
Fis-163764,Poromitra nigrofulva,Animalia,Chordata,316,15.8,6,transboundary
Fis-163770,Poromitra coronata,Animalia,Chordata,13798,689.9,32,transboundary
Fis-163771,Poromitra rugosa,Animalia,Chordata,1278,63.9,3,transboundary
Fis-163772,Poromitra atlantica,Animalia,Chordata,14189,709.45,20,transboundary
Fis-163836,Halichoeres zulu,Animalia,Chordata,15,0.75,3,transboundary
Fis-163838,Dibrachichthys melanurus,Animalia,Chordata,2257,112.85,21,transboundary
Fis-163846,Upeneus margarethae,Animalia,Chordata,1128,56.4,21,transboundary
Fis-163847,Upeneus suahelicus,Animalia,Chordata,312,15.6,8,transboundary
Fis-163860,Eviota randalli,Animalia,Chordata,1255,62.75,20,transboundary
Fis-163875,Inegocia ochiaii,Animalia,Chordata,95,4.75,3,transboundary
Fis-163884,Tripterygion tripteronotum,Animalia,Chordata,563,28.15,12,transboundary
Fis-163885,Eviota toshiyuki,Animalia,Chordata,138,6.9,3,transboundary
Fis-163888,Eviota winterbottomi,Animalia,Chordata,889,44.45,6,transboundary
Fis-163891,Eviota shimadai,Animalia,Chordata,1107,55.35,13,transboundary
Fis-163894,Eviota rubrisparsa,Animalia,Chordata,690,34.5,7,transboundary
Fis-163900,Parioglossus senoui,Animalia,Chordata,702,35.1,9,transboundary
Fis-163903,Phoxacromion kaneharai,Animalia,Chordata,123,6.15,2,transboundary
Fis-163904,Ancistrogobius dipus,Animalia,Chordata,1626,81.3,19,transboundary
Fis-163906,Ancistrogobius yanoi,Animalia,Chordata,1249,62.45,13,transboundary
Fis-163907,Ancistrogobius yoshigoui,Animalia,Chordata,1115,55.75,13,transboundary
Fis-163919,Malthopsis gigas,Animalia,Chordata,4394,219.7,58,transboundary
Fis-163927,Hetereleotris exilis,Animalia,Chordata,135,6.75,2,transboundary
Fis-163929,Scorpaenodes rubrivinctus,Animalia,Chordata,64,3.2,6,transboundary
Fis-163930,Coelophrys micropa,Animalia,Chordata,5161,258.05,51,transboundary
Fis-163958,Calumia papuensis,Animalia,Chordata,213,10.65,3,transboundary
Fis-163959,Chrysiptera arnazae,Animalia,Chordata,63,3.15,2,transboundary
Fis-163965,Matanui profundum,Animalia,Chordata,179,8.95,1,singlecountry
Fis-163998,Antennarius commerson,Animalia,Chordata,4048,202.4,46,transboundary
Fis-164001,Cociella crocodilus,Animalia,Chordata,5685,284.25,44,transboundary
Fis-164002,Inegocia japonica,Animalia,Chordata,4047,202.35,35,transboundary
Fis-164006,Poecilopsetta multiradiata,Animalia,Chordata,96,4.8,5,transboundary
Fis-164023,Forsterygion capito,Animalia,Chordata,91,4.55,1,singlecountry
Fis-164025,Forsterygion maryannae,Animalia,Chordata,12,0.6,1,singlecountry
Fis-164026,Chaunax nudiventer,Animalia,Chordata,57,2.85,6,transboundary
Fis-164030,Centrodraco atrifilum,Animalia,Chordata,674,33.7,9,transboundary
Fis-164032,Yirrkala timorensis,Animalia,Chordata,2357,117.85,39,transboundary
Fis-164043,Halicmetus niger,Animalia,Chordata,2191,109.55,24,transboundary
Fis-164065,Scolopsis bimaculata,Animalia,Chordata,857,42.85,17,transboundary
Fis-164067,Scolopsis taeniata,Animalia,Chordata,637,31.85,13,transboundary
Fis-164068,Scorpis georgiana,Animalia,Chordata,155,7.75,1,singlecountry
Fis-164073,Pseudogramma megamyctera,Animalia,Chordata,1713,85.65,29,transboundary
Fis-164074,Pseudogramma astigma,Animalia,Chordata,1844,92.2,34,transboundary
Fis-164090,Emblemariopsis signifer,Animalia,Chordata,794,39.7,17,transboundary
Fis-164093,Pleuragramma antarctica,Animalia,Chordata,13203,660.15,2,transboundary
Fis-164094,Ariomma luridum,Animalia,Chordata,21754,1087.7,43,transboundary
Fis-164117,Artedidraco lonnbergi,Animalia,Chordata,914,45.7,1,singlecountry
Fis-164128,Jaydia truncata,Animalia,Chordata,3151,157.55,36,transboundary
Fis-164133,Eubalichthys quadrispinis,Animalia,Chordata,102,5.1,1,singlecountry
Fis-164162,Bathylagoides nigrigenys,Animalia,Chordata,4665,233.25,10,transboundary
Fis-164166,Bathylagoides wesethi,Animalia,Chordata,375,18.75,3,transboundary
Fis-164172,Pleuronichthys japonicus,Animalia,Chordata,81,4.05,3,transboundary
Fis-164178,Xenolumpenus longipterus,Animalia,Chordata,103,5.15,3,transboundary
Fis-164188,Synodus vityazi,Animalia,Chordata,227,11.35,8,transboundary
Fis-164189,Halichoeres rubrovirens,Animalia,Chordata,68,3.4,1,singlecountry
Fis-164211,Dolichopteroides binocularis,Animalia,Chordata,23891,1194.55,77,transboundary
Fis-164212,Sparisoma rocha,Animalia,Chordata,3,0.15,1,singlecountry
Fis-164216,Poromitra macrophthalma,Animalia,Chordata,48097,2404.85,72,transboundary
Fis-164223,Rhynchobatus springeri,Animalia,Chordata,1052,52.6,8,transboundary
Fis-164225,Okamejei jensenae,Animalia,Chordata,376,18.8,3,transboundary
Fis-164244,Notomuraenobathys microcephalus,Animalia,Chordata,3584,179.2,3,transboundary
Fis-164257,Ophichthus alleni,Animalia,Chordata,448,22.4,8,transboundary
Fis-164262,Ophichthus ishiyamorum,Animalia,Chordata,205,10.25,6,transboundary
Fis-164264,Ophichthus microstictus,Animalia,Chordata,316,15.8,9,transboundary
Fis-164265,Ophichthus tomioi,Animalia,Chordata,959,47.95,27,transboundary
Fis-1643,Pegusa impar,Animalia,Chordata,624,31.2,13,transboundary
Fis-164328,Acanthemblemaria hastingsi,Animalia,Chordata,48,2.4,2,transboundary
Fis-164335,Giuris margaritacea,Animalia,Chordata,2380,119,26,transboundary
